countryiso3code,date,SL.UEM.TOTL.ZS
CHI,2018-01-01,6.324
CHI,2017-01-01,6.865
CHI,2016-01-01,7.442
CHI,2015-01-01,7.901
CHI,2014-01-01,8.285
CHL,2023-01-01,9.037
CHL,2022-01-01,8.299
CHL,2021-01-01,9.325
CHL,2020-01-01,11.006
CHL,2019-01-01,7.533
CHL,2018-01-01,7.647
CHL,2017-01-01,7.29
CHL,2016-01-01,6.926
CHL,2015-01-01,6.605
CHL,2014-01-01,6.761
CHN,2023-01-01,4.67
CHN,2022-01-01,4.98
CHN,2021-01-01,4.55
CHN,2020-01-01,5.0
CHN,2019-01-01,4.56
CHN,2018-01-01,4.31
CHN,2017-01-01,4.47
CHN,2016-01-01,4.56
CHN,2015-01-01,4.65
CHN,2014-01-01,4.63
COL,2023-01-01,9.565
COL,2022-01-01,10.547
COL,2021-01-01,13.898
COL,2020-01-01,15.983
COL,2019-01-01,10.28
COL,2018-01-01,9.36
COL,2017-01-01,9.086
COL,2016-01-01,8.922
COL,2015-01-01,8.572
COL,2014-01-01,8.799
COM,2023-01-01,5.795
COM,2022-01-01,5.854
COM,2021-01-01,5.857
COM,2020-01-01,5.884
COM,2019-01-01,5.1
COM,2018-01-01,5.018
COM,2017-01-01,5.04
COM,2016-01-01,5.042
COM,2015-01-01,4.972
COM,2014-01-01,4.88
COD,2023-01-01,4.544
COD,2022-01-01,4.585
COD,2021-01-01,5.273
COD,2020-01-01,5.369
COD,2019-01-01,4.642
COD,2018-01-01,4.661
COD,2017-01-01,4.637
COD,2016-01-01,4.548
COD,2015-01-01,4.456
COD,2014-01-01,4.446
COG,2023-01-01,20.054
COG,2022-01-01,20.261
COG,2021-01-01,22.077
COG,2020-01-01,22.373
COG,2019-01-01,20.608
COG,2018-01-01,20.938
COG,2017-01-01,20.887
COG,2016-01-01,20.524
COG,2015-01-01,20.2
COG,2014-01-01,19.781
CRI,2023-01-01,8.304
CRI,2022-01-01,11.325
CRI,2021-01-01,15.139
CRI,2020-01-01,16.432
CRI,2019-01-01,10.807
CRI,2018-01-01,9.01
CRI,2017-01-01,7.729
CRI,2016-01-01,8.085
CRI,2015-01-01,8.415
CRI,2014-01-01,8.499
CIV,2023-01-01,2.403
CIV,2022-01-01,2.434
CIV,2021-01-01,2.59
CIV,2020-01-01,2.559
CIV,2019-01-01,2.401
CIV,2018-01-01,2.851
CIV,2017-01-01,3.273
CIV,2016-01-01,1.896
CIV,2015-01-01,2.574
CIV,2014-01-01,3.275
HRV,2023-01-01,6.063
HRV,2022-01-01,6.96
HRV,2021-01-01,7.608
HRV,2020-01-01,7.507
HRV,2019-01-01,6.617
HRV,2018-01-01,8.432
HRV,2017-01-01,11.208
HRV,2016-01-01,13.103
HRV,2015-01-01,16.175
HRV,2014-01-01,17.29
CUB,2023-01-01,1.163
CUB,2022-01-01,1.254
CUB,2021-01-01,1.373
CUB,2020-01-01,1.4
CUB,2019-01-01,1.2
CUB,2018-01-01,1.7
CUB,2017-01-01,1.7
CUB,2016-01-01,2.0
CUB,2015-01-01,2.4
CUB,2014-01-01,2.7
